,科目名,トピック分布
2799,環大西洋文化論Ａ,"[0.97674584, 0, 0, 0, 0, 0]"
2800,日本歴史文化論Ａ,"[0.20099136, 0, 0, 0, 0.27594987, 0.5073387]"
2801,北アジア歴史社会論Ａ,"[0.9402409, 0.011956778, 0.011953877, 0.011949586, 0.011932419, 0.011966436]"
2802,比較政治社会論Ａ,"[0, 0, 0.79784226, 0.18447943, 0, 0]"
2803,加齢の身体運動科学１,"[0, 0, 0, 0.97607243, 0, 0]"
2804,コミュニティと都市１,"[0, 0, 0, 0.15267426, 0, 0.83807784]"
2805,社会教育課題研究（リスクコミュニケーション論）１,"[0.016714657, 0.016703324, 0.016751911, 0.016741987, 0.9163751, 0.016713012]"
2806,家族の発達と病理１,"[0.016690088, 0.91639024, 0.016698016, 0.016739637, 0.016782477, 0.016699573]"
2807,家族の発達と病理１（社会・集団・家族心理学１）,"[0.016690092, 0.91638196, 0.016698021, 0.016739663, 0.016790682, 0.01669958]"
2808,民族音楽演奏演習１,"[0.020856394, 0.020859785, 0.020856703, 0.02089225, 0.020926544, 0.8956083]"
2809,複雑系の幾何学,"[0, 0.5687184, 0, 0.39193654, 0, 0]"
2810,環境形成科学演習１,"[0.027863, 0.028154515, 0.02787178, 0.027939647, 0.027915712, 0.86025536]"
2811,比較教育システム論１,"[0.020889362, 0.8955163, 0.02090266, 0.020899873, 0.020865293, 0.020926565]"
2812,グローバル文化特別演習Ｃ,"[0, 0, 0, 0.9635836, 0, 0]"
2813,ソーシャルエンパワメント論,"[0, 0, 0, 0.97102803, 0, 0]"
2814,国際コミュニケーション演習Ｂ,"[0, 0, 0.25466985, 0, 0.7371818, 0]"
2815,国際コミュニケーション演習Ｂ,"[0.013996936, 0.013898163, 0.0139775565, 0.013897156, 0.0139745325, 0.93025565]"
2816,博物館展示論２,"[0.9506555, 0, 0, 0, 0, 0]"
2817,環大西洋文化論Ｂ,"[0.97674584, 0, 0, 0, 0, 0]"
2818,日本歴史文化論Ｂ,"[0.20097545, 0, 0, 0, 0.2759322, 0.50737226]"
2819,北アジア歴史社会論Ｂ,"[0.89558625, 0.020849751, 0.020932788, 0.020880934, 0.020858785, 0.020891467]"
2820,比較政治社会論Ｂ,"[0, 0, 0.9835473, 0, 0, 0]"
2821,加齢の身体運動科学２,"[0, 0, 0, 0.9760735, 0, 0]"
2822,コミュニティと都市２,"[0, 0, 0, 0.15266846, 0, 0.8380837]"
2823,社会教育課題研究（リスクコミュニケーション論）２,"[0.016714685, 0.016703337, 0.016757661, 0.01674258, 0.9163687, 0.016713055]"
2824,家族の発達と病理２,"[0.015171629, 0.9241591, 0.015161351, 0.015167496, 0.015176674, 0.01516368]"
2825,家族の発達と病理２（社会・集団・家族心理学２）,"[0.015171682, 0.9241593, 0.015161351, 0.015167466, 0.015176501, 0.015163682]"
2826,民族音楽演奏演習２,"[0.020856394, 0.020859784, 0.0208567, 0.020892275, 0.020924918, 0.8956099]"
2827,実験計画法,"[0, 0, 0, 0.9790338, 0, 0]"
2828,環境形成科学演習２,"[0.027847866, 0.028142842, 0.027865672, 0.027921628, 0.027919784, 0.8603022]"
2829,比較教育システム論２,"[0.020889362, 0.89551544, 0.020902675, 0.020899879, 0.020865291, 0.020927366]"
2830,グローバル文化特別演習Ｄ,"[0, 0.06853848, 0, 0.90232986, 0, 0]"
2831,ＴＯＥＦＬ演習Ａ,"[0.2286343, 0, 0, 0, 0.75715196, 0]"
2832,非言語コミュニケーション論１,"[0, 0.071950056, 0.9143235, 0, 0, 0]"
2833,日本思想文化論Ａ,"[0, 0.64692956, 0.32820117, 0, 0, 0]"
2834,エスノミュージコロジー１,"[0, 0, 0, 0, 0.9760422, 0]"
2835,心の発達と教育１,"[0.013910057, 0.9303223, 0.013904044, 0.013959505, 0.0139621645, 0.013941927]"
2836,心の発達と教育１（学習・言語心理学１）,"[0.013910058, 0.93032324, 0.013904045, 0.013960959, 0.013959943, 0.0139417555]"
2837,心理学統計法Ｂ１,"[0.011965875, 0.012055391, 0.63560665, 0.012032248, 0.31635508, 0.011984733]"
2838,都市と建築の20世紀１,"[0.027829891, 0.027829463, 0.027853942, 0.86073464, 0.027809484, 0.02794258]"
2839,数理科学入門（代数系）,"[0, 0, 0, 0.9619545, 0, 0]"
2840,人文地理学,"[0.027980074, 0.46950427, 0.41848126, 0.027968992, 0.028018763, 0.028046664]"
2841,環境形成科学演習３,"[0.02794147, 0.028131468, 0.02786427, 0.02789662, 0.027914807, 0.86025137]"
2842,幼児心理学演習１,"[0, 0.9534541, 0, 0, 0, 0]"
2843,グローバル文化特別演習Ａ,"[0.055822667, 0.7214724, 0.055792194, 0.055694785, 0.05557204, 0.055645883]"
2844,グローバル文化特別演習Ａ,"[0.028349599, 0.028297843, 0.027928913, 0.028036758, 0.02785042, 0.8595364]"
2845,グローバル文化特別演習Ａ,"[0.018561337, 0.018606286, 0.018638961, 0.9069637, 0.018619765, 0.018609945]"
2846,グローバル文化特別演習Ａ,"[0.028352981, 0.028302059, 0.027928926, 0.028036784, 0.027850425, 0.8595288]"
2847,グローバル文化特別演習Ａ,"[0.055821624, 0.7214736, 0.05579209, 0.055694755, 0.05557204, 0.05564588]"
2848,グローバル文化特別演習Ａ,"[0.028391892, 0.02827461, 0.02792894, 0.028036792, 0.027850427, 0.85951734]"
2849,ＴＯＥＦＬ演習Ｂ,"[0.2285945, 0, 0, 0, 0.7571918, 0]"
2850,非言語コミュニケーション論２,"[0, 0.07193596, 0.91433764, 0, 0, 0]"
2851,日本思想文化論Ｂ,"[0, 0.6468991, 0.3282316, 0, 0, 0]"
2852,エスノミュージコロジー２,"[0, 0, 0, 0, 0.97604525, 0]"
2853,心の発達と教育２,"[0.013910058, 0.9303249, 0.013904045, 0.013959968, 0.0139591945, 0.013941865]"
2854,心の発達と教育２（教育・学校心理学１）,"[0.013910061, 0.9303218, 0.013904047, 0.013960085, 0.013962072, 0.013941955]"
2855,心理学統計法Ｂ２,"[0.011965809, 0.012055511, 0.6371705, 0.012032291, 0.31479114, 0.011984727]"
2856,都市と建築の20世紀２,"[0.027812637, 0.027911043, 0.027882623, 0.8605752, 0.027832868, 0.027985645]"
2857,環境形成科学演習４,"[0.033434246, 0.033890318, 0.03346059, 0.033515166, 0.033541407, 0.83215827]"
2858,数理認識実践研究１,"[0.1415039, 0.016869206, 0.016728427, 0.7913193, 0.016772289, 0.016806938]"
2859,特別支援教育入門（幼・小）,"[0.011169342, 0.01122823, 0.011146553, 0.011275386, 0.011185402, 0.94399506]"
2860,幼児心理学演習２,"[0, 0.953459, 0, 0, 0, 0]"
2861,グローバル文化特別演習Ｂ,"[0.05582365, 0.7214707, 0.055792816, 0.05569483, 0.05557204, 0.055645898]"
2862,グローバル文化特別演習Ｂ,"[0.018803427, 0.018709334, 0.018594235, 0.9067288, 0.018558824, 0.01860532]"
2863,グローバル文化特別演習Ｂ,"[0.018561337, 0.018606292, 0.018639643, 0.90696305, 0.018619763, 0.018609885]"
2864,グローバル文化特別演習Ｂ,"[0.018796997, 0.018709315, 0.018594231, 0.9067353, 0.018558823, 0.018605314]"
2865,グローバル文化特別演習Ｂ,"[0.05582237, 0.72147214, 0.055792682, 0.05569487, 0.055572044, 0.055645894]"
2866,グローバル文化特別演習Ｂ,"[0.018799549, 0.018709322, 0.018594233, 0.90673274, 0.018558823, 0.018605318]"
2867,発達コミュニティ演習３,"[0.9237615, 0.015303533, 0.01535028, 0.015215005, 0.015173019, 0.015196663]"
2868,発達コミュニティ演習３,"[0.012005718, 0.012069686, 0.9400933, 0.01193976, 0.011924757, 0.011966844]"
2869,発達コミュニティ演習３,"[0, 0, 0, 0, 0.96507275, 0]"
2870,身体表現論１,"[0, 0, 0, 0, 0, 0.96780604]"
2871,環境基礎科学演習１,"[0.027815808, 0.02790576, 0.02783102, 0.027817035, 0.8608194, 0.027810948]"
2872,環境基礎科学演習１,"[0.01516404, 0.92408013, 0.015173292, 0.015201054, 0.0151692005, 0.015212307]"
2873,環境基礎科学演習１,"[0, 0, 0, 0.9601444, 0, 0]"
2874,環境基礎科学演習１,"[0.013920888, 0.014012005, 0.013908849, 0.013941094, 0.93028784, 0.013929324]"
2875,環境基礎科学演習１,"[0, 0.9536154, 0, 0, 0, 0]"
2876,環境基礎科学演習１,"[0, 0.953616, 0, 0, 0, 0]"
2877,環境基礎科学演習１,"[0, 0.50597066, 0, 0, 0, 0.46919534]"
2878,環境基礎科学演習１,"[0, 0.24252792, 0, 0.7222329, 0, 0]"
2879,環境基礎科学演習１,"[0, 0.9536154, 0, 0, 0, 0]"
2880,環境基礎科学演習１,"[0.015164487, 0.92407763, 0.015172771, 0.01519827, 0.015169884, 0.015216968]"
2881,環境基礎科学演習１,"[0.027789935, 0.027838983, 0.027797727, 0.027805204, 0.8609619, 0.027806267]"
2882,環境基礎科学演習１,"[0, 0.95361453, 0, 0, 0, 0]"
2883,環境基礎科学演習１,"[0, 0.95361465, 0, 0, 0, 0]"
2884,環境形成科学演習１,"[0, 0, 0, 0.95596564, 0, 0]"
2885,環境形成科学演習１,"[0.016697636, 0.016744494, 0.016696302, 0.9163893, 0.016773291, 0.016698971]"
2886,グローバル文化特別演習Ｃ,"[0, 0, 0.95590615, 0, 0, 0]"
2887,グローバル文化特別演習Ｃ,"[0.19111454, 0.041903704, 0.04167895, 0.041821122, 0.04178173, 0.64169997]"
2888,グローバル文化特別演習Ｃ,"[0.03377026, 0.83260685, 0.033402115, 0.03343912, 0.033386134, 0.03339554]"
2889,グローバル文化特別演習Ｃ,"[0.79086906, 0.042022366, 0.04178101, 0.04182925, 0.041719723, 0.04177857]"
2890,グローバル文化特別演習Ｃ,"[0.94771785, 0.01045864, 0.01045761, 0.010493038, 0.010429828, 0.010443049]"
2891,発達コミュニティ演習４,"[0.9237625, 0.015303527, 0.01534929, 0.015215002, 0.015173017, 0.0151966605]"
2892,発達コミュニティ演習４,"[0.012005722, 0.012071645, 0.9400913, 0.011939761, 0.011924758, 0.011966847]"
2893,発達コミュニティ演習４,"[0, 0, 0, 0, 0.96507365, 0]"
2894,身体表現論２,"[0, 0, 0, 0, 0, 0.96780515]"
2895,環境基礎科学演習２,"[0.027815808, 0.027905894, 0.027831, 0.027817031, 0.86081934, 0.027810948]"
2896,環境基礎科学演習２,"[0, 0.95361584, 0, 0, 0, 0]"
2897,環境基礎科学演習２,"[0, 0, 0, 0.96014476, 0, 0]"
2898,環境基礎科学演習２,"[0.013920887, 0.014010041, 0.013908848, 0.013941091, 0.9302898, 0.013929323]"
2899,環境基礎科学演習２,"[0, 0.9536146, 0, 0, 0, 0]"
2900,環境基礎科学演習２,"[0, 0.9536155, 0, 0, 0, 0]"
2901,環境基礎科学演習２,"[0, 0.50595003, 0, 0, 0, 0.46921596]"
2902,環境基礎科学演習２,"[0, 0.24251975, 0, 0.72224104, 0, 0]"
2903,環境基礎科学演習２,"[0, 0.9536153, 0, 0, 0, 0]"
2904,環境基礎科学演習２,"[0.015164485, 0.9240799, 0.015172767, 0.015198239, 0.015169881, 0.015214752]"
2905,環境基礎科学演習２,"[0.027789937, 0.027839499, 0.02779773, 0.027805187, 0.8609614, 0.027806282]"
2906,環境基礎科学演習２,"[0, 0.95361584, 0, 0, 0, 0]"
2907,環境基礎科学演習２,"[0, 0.9536154, 0, 0, 0, 0]"
2908,環境形成科学演習２,"[0, 0, 0, 0.9559652, 0, 0]"
2909,グローバル文化特別演習Ｄ,"[0, 0, 0.9601074, 0, 0, 0]"
2910,グローバル文化特別演習Ｄ,"[0.18842913, 0.041907918, 0.041679136, 0.04182411, 0.041783955, 0.64437574]"
2911,グローバル文化特別演習Ｄ,"[0.033775203, 0.8326019, 0.03340212, 0.033439126, 0.033386134, 0.033395544]"
2912,グローバル文化特別演習Ｄ,"[0.79085547, 0.042035807, 0.041781053, 0.041829303, 0.041719742, 0.041778617]"
2913,グローバル文化特別演習Ｄ,"[0.94768625, 0.010458972, 0.010454473, 0.010523109, 0.010429949, 0.010447265]"
2914,教育原理１,"[0, 0, 0, 0, 0, 0.9507143]"
2915,発達コミュニティ演習１,"[0.9237443, 0.015303583, 0.015367368, 0.015215021, 0.015173024, 0.0151966745]"
2916,発達コミュニティ演習１,"[0.012947547, 0.012957813, 0.9355286, 0.012850743, 0.012845439, 0.012869928]"
2917,環境基礎科学演習３,"[0.027815808, 0.027904354, 0.027831001, 0.027817031, 0.8608209, 0.027810946]"
2918,環境基礎科学演習３,"[0.015164042, 0.9240802, 0.015173293, 0.01520102, 0.015169201, 0.015212255]"
2919,環境基礎科学演習３,"[0, 0, 0, 0.96014404, 0, 0]"
2920,環境基礎科学演習３,"[0.013920886, 0.014007264, 0.013908846, 0.013941087, 0.9302926, 0.0139293205]"
2921,環境基礎科学演習３,"[0, 0.9536156, 0, 0, 0, 0]"
2922,環境基礎科学演習３,"[0, 0.95361453, 0, 0, 0, 0]"
2923,環境基礎科学演習３,"[0, 0.5059568, 0, 0, 0, 0.46920916]"
2924,環境基礎科学演習３,"[0, 0.24250446, 0, 0.72225636, 0, 0]"
2925,環境基礎科学演習３,"[0, 0.95361423, 0, 0, 0, 0]"
2926,環境基礎科学演習３,"[0.015164486, 0.92407805, 0.015172771, 0.01519827, 0.015169884, 0.015216527]"
2927,環境基礎科学演習３,"[0.027789937, 0.02783919, 0.027797738, 0.027805228, 0.8609616, 0.027806291]"
2928,環境基礎科学演習３,"[0.01516404, 0.9240791, 0.015173293, 0.01520102, 0.015169201, 0.015213325]"
2929,環境基礎科学演習３,"[0, 0.95361423, 0, 0, 0, 0]"
2930,環境形成科学演習３,"[0, 0, 0, 0.955966, 0, 0]"
2931,環境形成科学演習３,"[0.01669764, 0.016744504, 0.016696304, 0.91638845, 0.016774178, 0.016698973]"
2932,乳幼児と人間関係,"[0, 0.9759142, 0, 0, 0, 0]"
2933,保育内容研究（児童文化と言葉）１,"[0, 0, 0, 0.9534099, 0, 0]"
2934,グローバル文化特別演習Ａ,"[0, 0, 0.9559071, 0, 0, 0]"
2935,グローバル文化特別演習Ａ,"[0, 0, 0.9635856, 0, 0, 0]"
2936,グローバル文化特別演習Ａ,"[0.90667766, 0.018660162, 0.018733649, 0.018650059, 0.018672936, 0.018605484]"
2937,グローバル文化特別演習Ａ,"[0.020901814, 0.8949936, 0.021093732, 0.021135483, 0.020979164, 0.020896237]"
2938,グローバル文化特別演習Ａ,"[0.79088163, 0.042010065, 0.04178096, 0.041829124, 0.041719697, 0.04177852]"
2939,グローバル文化特別演習Ａ,"[0.03377001, 0.8326071, 0.033402115, 0.033439115, 0.033386134, 0.03339554]"
2940,グローバル文化特別演習Ａ,"[0, 0, 0.15298977, 0, 0, 0.8099207]"
2941,グローバル文化特別演習Ａ,"[0.79087853, 0.042013064, 0.04178097, 0.041829146, 0.041719705, 0.04177853]"
2942,グローバル文化特別演習Ａ,"[0.96201634, 0, 0, 0, 0, 0]"
2943,グローバル文化特別演習Ａ,"[0, 0, 0.5071471, 0, 0, 0.46092758]"
2944,教育原理２,"[0, 0, 0, 0, 0, 0.9507161]"
2945,発達コミュニティ演習２,"[0.92374796, 0.015303574, 0.015363757, 0.015215018, 0.015173023, 0.015196672]"
2946,発達コミュニティ演習２,"[0.012039308, 0.31541026, 0.6367429, 0.0119346585, 0.011934743, 0.011938099]"
2947,環境基礎科学演習４,"[0.027815815, 0.027908603, 0.02783102, 0.027817039, 0.8608166, 0.027810954]"
2948,環境基礎科学演習４,"[0.015164042, 0.9240794, 0.015173294, 0.015200959, 0.015169203, 0.015213042]"
2949,環境基礎科学演習４,"[0, 0, 0, 0.9601451, 0, 0]"
2950,環境基礎科学演習４,"[0.013920887, 0.014011175, 0.013908848, 0.013941091, 0.9302887, 0.013929321]"
2951,環境基礎科学演習４,"[0, 0.9536153, 0, 0, 0, 0]"
2952,環境基礎科学演習４,"[0, 0.9536136, 0, 0, 0, 0]"
2953,環境基礎科学演習４,"[0, 0.5059692, 0, 0, 0, 0.46919677]"
2954,環境基礎科学演習４,"[0, 0.24247952, 0, 0.72228134, 0, 0]"
2955,環境基礎科学演習４,"[0, 0.9536145, 0, 0, 0, 0]"
2956,環境基礎科学演習４,"[0.015164485, 0.92407924, 0.015172768, 0.015198248, 0.015169881, 0.015215319]"
2957,環境基礎科学演習４,"[0.027789934, 0.027838841, 0.027797727, 0.027805202, 0.860962, 0.027806282]"
2958,環境基礎科学演習４,"[0.01516404, 0.9240794, 0.015173293, 0.015201012, 0.015169201, 0.0152129745]"
2959,環境基礎科学演習４,"[0, 0.9536157, 0, 0, 0, 0]"
2960,環境形成科学演習４,"[0, 0, 0, 0.95596623, 0, 0]"
2961,環境形成科学演習４,"[0.016697643, 0.016744535, 0.016696308, 0.9163854, 0.016777193, 0.016698977]"
2962,保育内容研究（児童文化と言葉）２,"[0, 0, 0, 0.95340705, 0, 0]"
2963,グローバル文化特別演習Ｂ,"[0, 0, 0.9601089, 0, 0, 0]"
2964,グローバル文化特別演習Ｂ,"[0, 0, 0.9651152, 0, 0, 0]"
2965,グローバル文化特別演習Ｂ,"[0.9066908, 0.018660119, 0.018720735, 0.018650023, 0.01867289, 0.018605463]"
2966,グローバル文化特別演習Ｂ,"[0.7913592, 0.041763075, 0.04167374, 0.041775253, 0.041709125, 0.041719638]"
2967,グローバル文化特別演習Ｂ,"[0.79088145, 0.042010248, 0.041780964, 0.041829128, 0.041719705, 0.041778523]"
2968,グローバル文化特別演習Ｂ,"[0.03376772, 0.8326094, 0.03340211, 0.03343911, 0.033386134, 0.033395536]"
2969,グローバル文化特別演習Ｂ,"[0, 0, 0.15302876, 0, 0, 0.8098817]"
2970,グローバル文化特別演習Ｂ,"[0.7908509, 0.042040326, 0.041781068, 0.041829344, 0.04171975, 0.041778628]"
2971,グローバル文化特別演習Ｂ,"[0.9620199, 0, 0, 0, 0, 0]"
2972,グローバル文化特別演習Ｂ,"[0, 0, 0.7240542, 0, 0, 0.23651597]"
2973,発達コミュニティ演習１,"[0, 0, 0, 0, 0, 0.9505884]"
2974,発達コミュニティ演習２,"[0, 0, 0, 0, 0, 0.9579793]"
2975,数学科教育論Ａ１,"[0, 0, 0, 0, 0.9773037, 0]"
2976,グローバル社会動態基礎演習Ｃ,"[0, 0, 0, 0.95069855, 0, 0]"
2977,健康運動科学１,"[0, 0.98003787, 0, 0, 0, 0]"
2978,初等算数科教育論１,"[0, 0, 0, 0, 0.9700145, 0]"
2979,数学科教育論Ａ２,"[0.19895482, 0, 0, 0, 0.78188944, 0]"
2980,グローバル社会動態基礎演習Ｄ,"[0, 0, 0, 0.95069027, 0, 0]"
2981,健康運動科学２,"[0, 0.98003864, 0, 0, 0, 0]"
2982,環境社会学,"[0, 0, 0.9766234, 0, 0, 0]"
2983,環境モデル解析Ｂ,"[0, 0, 0.95994794, 0, 0, 0]"
2984,初等算数科教育論２,"[0.014068528, 0.014003381, 0.013928216, 0.9300435, 0.014004066, 0.013952347]"
2985,深層心理学１,"[0, 0, 0, 0, 0.9559287, 0]"
2986,環境基礎物理学Ｂ,"[0, 0.9664781, 0, 0, 0, 0]"
2987,環境資源植物科学,"[0.7351995, 0, 0, 0.25044882, 0, 0]"
2988,環境高分子化学,"[0, 0.9580782, 0, 0, 0, 0]"
2989,深層心理学２,"[0, 0, 0, 0, 0.9581308, 0]"
2990,博物館概論１,"[0, 0, 0, 0, 0, 0.9773894]"
2991,グローバル文化形成発展演習Ｃ,"[0, 0, 0, 0, 0.18566206, 0.7884513]"
2992,臨床投影法１,"[0.011131624, 0.0111496225, 0.011141713, 0.94427603, 0.011168623, 0.011132371]"
2993,臨床投影法１（心理的アセスメント１）,"[0.011131625, 0.011149652, 0.0111417165, 0.9442755, 0.011169171, 0.011132372]"
2994,分子生物学,"[0.7308083, 0.15150364, 0, 0, 0.10244508, 0]"
2995,教育行政学（幼・小）１,"[0.015224677, 0.015213539, 0.0151934, 0.015229896, 0.015204087, 0.9239344]"
2996,障害共生教育論１,"[0.95586425, 0, 0, 0, 0, 0]"
2997,障害児保育演習１,"[0.016719922, 0.016930075, 0.016679727, 0.016715791, 0.91622454, 0.01672989]"
2998,グローバル文化特別演習Ｃ,"[0, 0.95051455, 0, 0, 0, 0]"
2999,グローバル文化特別演習Ｃ,"[0.018555142, 0.90721333, 0.018556865, 0.018567812, 0.01856581, 0.018541103]"
3000,グローバル文化特別演習Ｃ,"[0, 0.29329723, 0.5379166, 0.14474918, 0, 0]"
3001,博物館概論２,"[0, 0, 0, 0, 0, 0.9773899]"
3002,グローバル文化形成発展演習Ｄ,"[0, 0.10487653, 0, 0.09747827, 0.783279, 0]"
3003,臨床投影法２,"[0.0111316275, 0.011149696, 0.011141726, 0.9442751, 0.011169494, 0.0111323735]"
3004,臨床投影法２（心理的アセスメント２）,"[0.011131626, 0.011149691, 0.011141718, 0.94427484, 0.011169787, 0.011132372]"
3005,環境物理学Ａ,"[0, 0.95797044, 0, 0, 0, 0]"
3006,環境形成科学演習２,"[0.016697636, 0.016744493, 0.016696302, 0.9163895, 0.0167731, 0.016698971]"
3007,教育行政学（幼・小）２,"[0.5449515, 0.217558, 0.01284823, 0.19877213, 0.012952174, 0.0129179545]"
3008,障害共生教育論２,"[0.95586544, 0, 0, 0, 0, 0]"
3009,英語科実践研究２,"[0.7204408, 0, 0, 0.25266397, 0, 0]"
3010,障害児保育演習２,"[0.016758429, 0.67179286, 0.016679106, 0.016725305, 0.261271, 0.016773341]"
3011,グローバル文化特別演習Ｄ,"[0.012017149, 0.94005597, 0.01199821, 0.011992178, 0.011970958, 0.011965512]"
3012,グローバル文化特別演習Ｄ,"[0.018555168, 0.9072132, 0.018556848, 0.018567853, 0.01856582, 0.018541103]"
3013,グローバル文化特別演習Ｄ,"[0, 0.29311118, 0.53800935, 0.14484249, 0, 0]"
3014,数学科教育論Ｄ１,"[0.69069, 0, 0, 0, 0.28617075, 0]"
3015,現代ＩＴ入門Ａ,"[0, 0, 0, 0, 0.97384036, 0]"
3016,英米テクスト文化論Ａ,"[0, 0, 0, 0, 0.9678199, 0]"
3017,比較政策論Ａ,"[0, 0, 0.9910794, 0, 0, 0]"
3018,音楽文化史１,"[0.046494883, 0, 0.927717, 0, 0, 0]"
3019,臨床心理学演習１,"[0.011127725, 0.011173716, 0.011133109, 0.011216625, 0.94420415, 0.011144668]"
3020,臨床心理学演習１（心理演習１）,"[0.011127727, 0.011173725, 0.011133112, 0.011221668, 0.94419914, 0.0111446725]"
